QIIME UCLUST	Greengenes	0.6436781609	0.4960805557	0.5603224878	0.657586117	0.5523151009	0.6003709017																					
QIIME UCLUST	SILVA	0.7989537567	0.5792114942	0.6715641668	0.841863679	0.5661260344	0.6769949263	0.7213159588	0.537646025	0.6159433273	0.749724898	0.5592205677	0.638682914	4	4	4	7	4	5	0.50	0.50	0.50	0.00	0.50	0.33	0.25	0.50	0.42
QIIME SortMeRna SUMACLUST	SILVA	0.8116928939	0.5150795961	0.6302308061	0.8694503856	0.5836115854	0.6984166238																					
QIIME SortMeRna SUMACLUST	Greengenes	0.520802878	0.6575927323	0.5812584238	0.7898312281	0.5066500227	0.6173139942	0.666247886	0.5863361642	0.605744615	0.8296408069	0.5451308041	0.657865309	7	3	5	4	5	4	0.00	0.67	0.33	0.50	0.33	0.50	0.25	0.50	0.42
CLARK	RefSeq Bacteria	0.8826415931	0.6022508803	0.7159732922	0.9515976054	0.9795599135	0.9653763185	0.8826415931	0.6022508803	0.7159732922	0.9515976054	0.9795599135	0.9653763185	3	2	1	2	1	1	0.67	0.83	1.00	0.83	1.00	1.00	0.75	0.92	1.00
																												
																												
Genus level;error simulation;MC;100000 reads																												
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.8290207123	0.6397265236	0.7221753687	0.8254469573	0.3120349643	0.4528745591																					
BMP	SILVA	0.9322517497	0.7693574785	0.8430077171	0.9334388034	0.680514197	0.7871584335	0.880636231	0.7045420011	0.7825915429	0.8794428804	0.4962745807	0.6200164963	4	3	1	5	7	7	0.50	0.67	1.00	0.33	0.00	0.00	0.42	0.33	0.50
kraken	MiniKraken DB	0.9914772727	0.5082609351	0.6720228412	0.9958492534	0.9393534786	0.9667767049	0.9914772727	0.5082609351	0.6720228412	0.9958492534	0.9393534786	0.9667767049	1	5	5	1	3	2	1.00	0.33	0.33	1.00	0.67	0.83	1.00	0.50	0.58
mothur	SILVA	0.9854318418	0.4768378651	0.6426874788	0.9819741623	0.4908533201	0.6545305321																					
mothur	Greengenes	0.9835300353	0.4864404387	0.6509365873	0.8473169529	0.5683496858	0.6803470687	0.9844809386	0.4816391519	0.6468120331	0.9146455576	0.529601503	0.6674388004	2	7	6	3	6	6	0.83	0.00	0.17	0.67	0.17	0.17	0.75	0.08	0.17
One Codex	RefSeq 65	0.9916569823	0.5744832645	0.7275087166	0.9942685892	0.9909787594	0.9926209484																					
One Codex	One Codex 28k	0.6796530414	0.7483023564	0.7123275324	0.9880525442	0.9756561507	0.9818152198																					
One Codex	SILVA	0.7147827701	0.8172872905	0.7626059519	0.7568856524	0.8662201373	0.8078704394	0.7953642646	0.7133576371	0.7341474003	0.9130689286	0.9442850158	0.9274355359	5	2	4	4	2	3	0.33	0.83	0.50	0.50	0.83	0.67	0.42	0.83	0.58
QIIME UCLUST	Greengenes	0.8165144585	0.6111344896	0.6990516086	0.6943744427	0.4252439632	0.5274628184																					
QIIME UCLUST	SILVA	0.9482666291	0.698533152	0.8044641309	0.9311158261	0.7455076868	0.8280380184	0.8823905438	0.6548338208	0.7517578698	0.8127451344	0.585375825	0.6777504184	3	4	3	6	5	5	0.67	0.50	0.67	0.17	0.33	0.33	0.42	0.42	0.50
QIIME SortMeRna SUMACLUST	SILVA	0.805953195	0.8868272556	0.8444583109	0.9601937849	0.7647611089	0.8514064528																					
QIIME SortMeRna SUMACLUST	Greengenes	0.6963336587	0.6617700119	0.6786120141	0.648421015	0.4513499048	0.5322285907	0.7511434269	0.7742986338	0.7615351625	0.8043074	0.6080555069	0.6918175218	7	1	2	7	4	4	0.00	1.00	0.83	0.00	0.50	0.50	0.00	0.75	0.67
CLARK	RefSeq Bacteria	0.7743730641	0.5079959131	0.6135181976	0.9839568425	0.9934658456	0.9886884807	0.7743730641	0.5079959131	0.6135181976	0.9839568425	0.9934658456	0.9886884807	6	6	7	2	1	1	0.17	0.17	0.00	0.83	1.00	1.00	0.50	0.58	0.50
																												
																												
Genus level;error simulation;HC;100000 reads																												
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.8181082402	0.6081690109	0.6976877446	0.8707124837	0.6056523777	0.7143885632																					
BMP	SILVA	0.8876406032	0.7066968809	0.7869009565	0.8455427842	0.7531454053	0.796674007	0.8528744217	0.6574329459	0.7422943506	0.858127634	0.6793988915	0.7555312851	6	5	6	7	6	7	0.17	0.33	0.17	0.00	0.17	0.00	0.08	0.25	0.08
kraken	MiniKraken DB	0.9928890128	0.6438452497	0.7811492544	0.9804923049	0.8869191786	0.9313613388	0.9928890128	0.6438452497	0.7811492544	0.9804923049	0.8869191786	0.9313613388	1	6	3	1	2	2	1.00	0.17	0.67	1.00	0.83	0.83	1.00	0.50	0.75
mothur	SILVA	0.9358884298	0.4674757732	0.6235090883	0.9396329365	0.5898244922	0.7247256566																					
mothur	Greengenes	0.9259952625	0.5042756382	0.6529628083	0.9065499791	0.7487154629	0.8201077242	0.9309418462	0.4858757057	0.6382359483	0.9230914578	0.6692699776	0.7724166904	2	7	7	3	7	6	0.83	0.00	0.00	0.67	0.00	0.17	0.75	0.00	0.08
One Codex	RefSeq 65	0.9831466679	0.839695276	0.9057764064	0.9696941391	0.9624124433	0.9660395697																					
One Codex	One Codex 28k	0.8535734357	0.8332228496	0.8432753814	0.9421875	0.9104625748	0.9260534074																					
One Codex	SILVA	0.7279743616	0.6076249141	0.6623773567	0.6896753182	0.7394282668	0.7136857406	0.8548981551	0.7601810132	0.8038097148	0.8671856524	0.8707677616	0.8685929059	5	2	2	4	3	3	0.33	0.83	0.83	0.50	0.67	0.67	0.42	0.75	0.75
QIIME UCLUST	Greengenes	0.8054020526	0.6628149798	0.7271847873	0.8910285662	0.6309836701	0.7387910051																					
QIIME UCLUST	SILVA	0.9224581543	0.6903771888	0.7897198807	0.8351614726	0.8251971068	0.8301493899	0.8639301035	0.6765960843	0.758452334	0.8630950194	0.7280903885	0.7844701975	4	4	4	5	5	5	0.50	0.50	0.50	0.33	0.33	0.33	0.42	0.42	0.42
QIIME SortMeRna SUMACLUST	SILVA	0.8523391622	0.7346296923	0.7891190235	0.8402827519	0.8282714878	0.8342338877																					
QIIME SortMeRna SUMACLUST	Greengenes	0.8005496954	0.6224083165	0.7003281671	0.8762046168	0.6861850332	0.7696396274	0.8264444288	0.6785190044	0.7447235953	0.8582436844	0.7572282605	0.8019367576	7	3	5	6	4	4	0.00	0.67	0.33	0.17	0.50	0.50	0.08	0.58	0.42
CLARK	RefSeq Bacteria	0.9051547097	0.8652807923	0.8847687289	0.9340541984	0.9720340251	0.9526657276	0.9051547097	0.8652807923	0.8847687289	0.9340541984	0.9720340251	0.9526657276	3	1	1	2	1	1	0.67	1.00	1.00	0.83	1.00	1.00	0.75	1.00	1.00
																												
																												
Family level;no error simulation;LC;25000 reads																												
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.9383957219	0.9310271647	0.9346969213	0.9656129141	0.9498800761	0.9576818845																					
BMP	SILVA	0.9759456318	0.8923227864	0.9322627488	0.986349975	0.9576865399	0.9718069465	0.9571706769	0.9116749756	0.9334798351	0.9759814446	0.953783308	0.9647444155	7	3	4	7	4	5	0.00	0.67	0.50	0.00	0.50	0.33	0.00	0.58	0.42
kraken	MiniKraken DB	1	0.90844	0.9520236423	1	0.96496	0.9821675759	1	0.90844	0.9520236423	1	0.96496	0.9821675759	1	4	1	2	2	2	1.00	0.50	1.00	0.83	0.83	0.83	0.92	0.67	0.92
mothur	SILVA	0.9698361587	0.8406600172	0.9006398276	0.9779657143	0.8725426217	0.9222512017																					
mothur	Greengenes	0.9726385202	0.9324329872	0.9521114953	0.9787818916	0.9298947197	0.953712229	0.9712373395	0.8865465022	0.9263756615	0.978373803	0.9012186707	0.9379817154	4	5	5	6	6	6	0.50	0.33	0.33	0.17	0.17	0.17	0.33	0.25	0.25
One Codex	RefSeq 65	0.9925778268	0.9427190332	0.9670061773	1	0.97144	0.9855131275																					
One Codex	One Codex 28k	0.9920703249	0.8819335347	0.9337655137	1	0.89532	0.944769221																					
One Codex	SILVA	1	0.32456	0.4900646252	1	0.62724	0.7709250018	0.9948827172	0.7164041893	0.7969454387	1	0.8313333333	0.9004024501	2	6	6	2	7	7	0.83	0.17	0.17	0.83	0.00	0.00	0.83	0.08	0.08
QIIME UCLUST	Greengenes	0.948244385	0.9391531054	0.9436768496	0.979676168	0.9476303124	0.9633868226																					
QIIME UCLUST	SILVA	0.9777289567	0.9270514234	0.9517160408	0.9905337033	0.9801356589	0.985307249	0.9629866709	0.9331022644	0.9476964452	0.9851049357	0.9638829857	0.9743470358	5	1	2	5	3	3	0.33	1.00	0.83	0.33	0.67	0.67	0.33	0.83	0.75
QIIME SortMeRna SUMACLUST	SILVA	0.9769987098	0.8969489033	0.9352640545	0.9934838357	0.9511772993	0.9718703734																					
QIIME SortMeRna SUMACLUST	Greengenes	0.9444089457	0.9356404305	0.94000424	0.9794613942	0.9375152949	0.9580294252	0.9607038278	0.9162946669	0.9376341473	0.986472615	0.9443462971	0.9649498993	6	2	3	4	5	4	0.17	0.83	0.67	0.50	0.33	0.50	0.33	0.58	0.58
CLARK	RefSeq Bacteria	0.9886972809	0.6166364552	0.7595514538	1	0.9726	0.9861097029	0.9886972809	0.6166364552	0.7595514538	1	0.9726	0.9861097029	3	7	7	2	1	1	0.67	0.00	0.00	0.83	1.00	1.00	0.75	0.50	0.50
																												
																												
Family level;no error simulation;MC;25000 reads																												
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.9842432676	0.9770058907	0.9806112255	0.9892564664	0.9864968668	0.9878747394																					
BMP	SILVA	0.9926306202	0.9659173314	0.9790918001	0.9964342153	0.9871146435	0.9917525357	0.9884369439	0.9714616111	0.9798515128	0.9928453409	0.9868057552	0.9898136376	7	4	4	6	5	5	0.00	0.50	0.50	0.17	0.33	0.33	0.08	0.42	0.42
kraken	MiniKraken DB	1	0.97256	0.986089143	1	0.9902	0.9950758718	1	0.97256	0.986089143	1	0.9902	0.9950758718	1	3	1	2	2	2	1.00	0.67	1.00	0.83	0.83	0.83	0.92	0.75	0.92
mothur	SILVA	0.9927551405	0.954847545	0.9734324313	0.9933654006	0.9644122383	0.9786747283																					
mothur	Greengenes	0.9939386493	0.9765411235	0.9851630843	0.9917507249	0.9793128478	0.9854925434	0.9933468949	0.9656943343	0.9792977578	0.9925580628	0.9718625431	0.9820836359	4	5	5	7	6	6	0.50	0.33	0.33	0.00	0.17	0.17	0.25	0.25	0.25
One Codex	RefSeq 65	0.9981694667	0.9832899219	0.9906738262	1	0.99216	0.9960645731																					
One Codex	One Codex 28k	0.9981357968	0.9654978962	0.9815456064	1	0.96996	0.9847509594																					
One Codex	SILVA	1	0.4994	0.6661331199	1	0.8908	0.9422466681	0.9987684212	0.816062606	0.8794508508	1	0.9509733333	0.9743540669	2	6	6	2	7	7	0.83	0.17	0.17	0.83	0.00	0.00	0.83	0.08	0.08
QIIME UCLUST	Greengenes	0.9854225038	0.9848626273	0.985142486	0.9935054392	0.9853462158	0.9894090064																					
QIIME UCLUST	SILVA	0.9918009382	0.9804427598	0.986089143	0.9963794352	0.9942994781	0.99533837	0.988611721	0.9826526936	0.9856158145	0.9949424372	0.989822847	0.9923736882	6	1	2	4	3	3	0.17	1.00	0.83	0.50	0.67	0.67	0.33	0.83	0.75
QIIME SortMeRna SUMACLUST	SILVA	0.9940486031	0.9676536852	0.9806735709	0.9955507018	0.9888710325	0.9921996251																					
QIIME SortMeRna SUMACLUST	Greengenes	0.9864590111	0.983459683	0.9849570637	0.9935267225	0.9886070853	0.9910607987	0.9902538071	0.9755566841	0.9828153173	0.9945387122	0.9887390589	0.9916302119	5	2	3	5	4	4	0.33	0.83	0.67	0.33	0.50	0.50	0.33	0.67	0.58
CLARK	RefSeq Bacteria	0.9969076416	0.5813263875	0.7344014985	1	0.99124	0.9956007312	0.9969076416	0.5813263875	0.7344014985	1	0.99124	0.9956007312	3	7	7	2	1	1	0.67	0.00	0.00	0.83	1.00	1.00	0.75	0.50	0.50
																												
																												
Family level;no error simulation;HC;25000 reads																												
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.9146829762	0.9014353237	0.9080108325	0.9569596281	0.9264166667	0.9414404878																					
BMP	SILVA	0.9616987773	0.8590162578	0.9074620343	0.984521455	0.9293019481	0.9561150779	0.9381908768	0.8802257908	0.9077364334	0.9707405416	0.9278593074	0.9487777829	7	2	4	6	5	5	0.00	0.83	0.50	0.17	0.33	0.33	0.08	0.58	0.42
kraken	MiniKraken DB	1	0.8682	0.9294508083	1	0.95308	0.9759764065	1	0.8682	0.9294508083	1	0.95308	0.9759764065	1	5	2	2	2	2	1.00	0.33	0.83	0.83	0.83	0.83	0.92	0.58	0.83
mothur	SILVA	0.9552595984	0.7606462303	0.8469166551	0.9643634254	0.821992334	0.88750445																					
mothur	Greengenes	0.9731111111	0.8975199836	0.9337882503	0.9561643836	0.9012829057	0.9279128608	0.9641853548	0.829083107	0.8903524527	0.9602639045	0.8616376199	0.9077086554	4	6	6	7	6	6	0.50	0.17	0.17	0.00	0.17	0.17	0.25	0.17	0.17
One Codex	RefSeq 65	0.9898012552	0.9169829605	0.9520016768	1	0.96216	0.9807151303																					
One Codex	One Codex 28k	0.98875	0.8304126625	0.9026906026	1	0.85912	0.9242222127																					
One Codex	SILVA	1	0.46416	0.6340290679	1	0.47388	0.643037425	0.9928504184	0.7371852077	0.8295737824	1	0.7650533333	0.8493249227	2	7	7	2	7	7	0.83	0.00	0.00	0.83	0.00	0.00	0.83	0.00	0.00
QIIME UCLUST	Greengenes	0.9115708612	0.9090711239	0.9103192765	0.968324236	0.9285743725	0.9480328214																					
QIIME UCLUST	SILVA	0.9667763459	0.8715445145	0.9166937493	0.984636929	0.97072319	0.9776305566	0.9391736036	0.8903078192	0.9135065129	0.9764805825	0.9496487813	0.962831689	6	1	3	4	3	3	0.17	1.00	0.67	0.50	0.67	0.67	0.33	0.83	0.67
QIIME SortMeRna SUMACLUST	SILVA	0.9655743915	0.8400692127	0.8984600471	0.9794413124	0.9425249847	0.9606286118																					
QIIME SortMeRna SUMACLUST	Greengenes	0.9174005466	0.9156130932	0.9165059484	0.9687605968	0.9419692536	0.9551770975	0.9414874691	0.877841153	0.9074829978	0.9741009546	0.9422471192	0.9579028547	5	4	5	5	4	4	0.33	0.50	0.33	0.33	0.50	0.50	0.33	0.50	0.42
CLARK	RefSeq Bacteria	0.9893544425	0.8780990067	0.9304126468	1	0.96044	0.9798208565	0.9893544425	0.8780990067	0.9304126468	1	0.96044	0.9798208565	3	3	1	2	1	1	0.67	0.67	1.00	0.83	1.00	1.00	0.75	0.83	1.00
																												
																												
Family level;no error simulation;LC;50000 reads																												
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.9424365854	0.9239578271	0.9331057292	0.9713990424	0.9467765809	0.9589297798																					
BMP	SILVA	0.9737100737	0.8928783565	0.9315440257	0.988682347	0.9484058791	0.9681253934	0.9580733296	0.9084180918	0.9323248775	0.9800406947	0.94759123	0.9635275866	6	4	4	6	4	5	0.17	0.50	0.50	0.17	0.50	0.33	0.17	0.50	0.42
kraken	MiniKraken DB	1	0.90908	0.952374966	1	0.96546	0.9824265058	1	0.90908	0.952374966	1	0.96546	0.9824265058	1	3	1	2	2	2	1.00	0.67	1.00	0.83	0.83	0.83	0.92	0.75	0.92
mothur	SILVA	0.9700946491	0.8433710217	0.9023051592	0.9763018042	0.8742468495	0.9224602388																					
mothur	Greengenes	0.9779113449	0.9302648506	0.9534932396	0.9785117219	0.9293265306	0.9532851147	0.974002997	0.8868179362	0.9278991994	0.9774067631	0.9017866901	0.9378726768	4	5	5	7	6	6	0.50	0.33	0.33	0.00	0.17	0.17	0.25	0.25	0.25
One Codex	RefSeq 65	0.9927703691	0.9429509253	0.9672195485	1	0.97216	0.9858834983																					
One Codex	One Codex 28k	0.9922535211	0.8795787269	0.9325248989	1	0.89706	0.9457370879																					
One Codex	SILVA	1	0.32316	0.4884670032	1	0.6208	0.766041461	0.9950079634	0.7152298841	0.7960704835	1	0.8300066667	0.8992206824	2	6	6	2	7	7	0.83	0.17	0.17	0.83	0.00	0.00	0.83	0.08	0.08
QIIME UCLUST	Greengenes	0.9477941489	0.93904209	0.9433978213	0.9780972658	0.947652213	0.9626340795																					
QIIME UCLUST	SILVA	0.9856940972	0.9188318268	0.9510892938	0.989485719	0.9794079014	0.9844210184	0.9667441231	0.9289369584	0.9472435576	0.9837914924	0.9635300572	0.973527549	5	1	2	5	3	3	0.33	1.00	0.83	0.33	0.67	0.67	0.33	0.83	0.75
QIIME SortMeRna SUMACLUST	SILVA	0.9683500634	0.895611182	0.9305613483	0.992605974	0.951780535	0.9717646575																					
QIIME SortMeRna SUMACLUST	Greengenes	0.9435613427	0.9431227551	0.9433419979	0.9778507323	0.9368681195	0.9569208303	0.9559557031	0.9193669686	0.9369516731	0.9852283532	0.9443243273	0.9643427439	7	2	3	4	5	4	0.00	0.83	0.67	0.50	0.33	0.50	0.25	0.58	0.58
CLARK	RefSeq Bacteria	0.988969399	0.615658793	0.7588894543	1	0.97298	0.9863049803	0.988969399	0.615658793	0.7588894543	1	0.97298	0.9863049803	3	7	7	2	1	1	0.67	0.00	0.00	0.83	1.00	1.00	0.75	0.50	0.50
																												
																												
Family level;no error simulation;MC;50000 reads																												
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.9878482877	0.9773711695	0.9825818004	0.992409328	0.9853101197	0.9888469822																					
BMP	SILVA	0.9957547267	0.9656391204	0.9804657233	0.9971386245	0.9854991075	0.9912846998	0.9918015072	0.971505145	0.9815237619	0.9947739763	0.9854046136	0.990065841	5	4	4	6	5	5	0.33	0.50	0.50	0.17	0.33	0.33	0.25	0.42	0.42
kraken	MiniKraken DB	1	0.97276	0.9861919341	1	0.98872	0.99432801	1	0.97276	0.9861919341	1	0.98872	0.99432801	1	3	1	2	3	2	1.00	0.67	1.00	0.83	0.67	0.83	0.92	0.67	0.92
mothur	SILVA	0.9919249969	0.9531996372	0.9721768267	0.9940822259	0.9629890375	0.9782886335																					
mothur	Greengenes	0.993992882	0.9720165768	0.9828819024	0.9921742506	0.9786565089	0.9853690213	0.9929589395	0.962608107	0.9775293646	0.9931282383	0.9708227732	0.9818288274	4	5	5	7	6	6	0.50	0.33	0.33	0.00	0.17	0.17	0.25	0.25	0.25
One Codex	RefSeq 65	0.9979030518	0.9823436279	0.9900622122	1	0.99244	0.9962056574																					
One Codex	One Codex 28k	0.9978642669	0.9644668016	0.9808813338	1	0.9703	0.9849261534																					
One Codex	SILVA	1	0.49064	0.6582944239	1	0.89074	0.9422131017	0.9985891062	0.8124834765	0.8764126566	1	0.95116	0.9744483042	2	6	6	2	7	7	0.83	0.17	0.17	0.83	0.00	0.00	0.83	0.08	0.08
QIIME UCLUST	Greengenes	0.9819296678	0.9847688862	0.9833472276	0.9942163687	0.9854571055	0.989817359																					
QIIME UCLUST	SILVA	0.9922131398	0.9809948003	0.9865720801	0.9972639118	0.9941039628	0.9956814301	0.9870714038	0.9828818433	0.9849596539	0.9957401403	0.9897805342	0.9927493946	7	1	2	4	2	3	0.00	1.00	0.83	0.50	0.83	0.67	0.25	0.92	0.75
QIIME SortMeRna SUMACLUST	SILVA	0.9941512037	0.9709751388	0.9824265058	0.9961550915	0.9882754467	0.9921996251																					
QIIME SortMeRna SUMACLUST	Greengenes	0.9828265995	0.9838063269	0.9833162192	0.9942003622	0.9827215126	0.9884276119	0.9884889016	0.9773907329	0.9828713625	0.9951777269	0.9854984797	0.9903136185	6	2	3	5	4	4	0.17	0.83	0.67	0.33	0.50	0.50	0.25	0.67	0.58
CLARK	RefSeq Bacteria	0.9964422645	0.578150991	0.731737013	1	0.99234	0.9961552747	0.9964422645	0.578150991	0.731737013	1	0.99234	0.9961552747	3	7	7	2	1	1	0.67	0.00	0.00	0.83	1.00	1.00	0.75	0.50	0.50
																												
																												
Family level;no error simulation;HC;50000 reads																												
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.9148460386	0.8856728438	0.9000230995	0.9575526805	0.9213539281	0.9391046043																					
BMP	SILVA	0.9511346234	0.8558900906	0.9010022859	0.9844843652	0.9218204691	0.9521224759	0.932990331	0.8707814672	0.9005126927	0.9710185229	0.9215871986	0.9456135401	7	4	5	6	5	5	0.00	0.50	0.33	0.17	0.33	0.33	0.08	0.42	0.33
kraken	MiniKraken DB	1	0.86868	0.9297257957	1	0.9523	0.9755672796	1	0.86868	0.9297257957	1	0.9523	0.9755672796	1	5	1	2	2	2	1.00	0.33	1.00	0.83	0.83	0.83	0.92	0.58	0.92
mothur	SILVA	0.9547088614	0.7536769275	0.8423648172	0.9640607275	0.8233596504	0.8881723778																					
mothur	Greengenes	0.9613931366	0.8962352112	0.9276714385	0.9674803932	0.9024274646	0.9338223535	0.958050999	0.8249560694	0.8850181279	0.9657705604	0.8628935575	0.9109973657	4	6	6	7	6	6	0.50	0.17	0.17	0.00	0.17	0.17	0.25	0.17	0.17
One Codex	RefSeq 65	0.9898103903	0.9158338885	0.9513862674	1	0.9618	0.9805280865																					
One Codex	One Codex 28k	0.9887575531	0.829184584	0.9019676739	1	0.85442	0.9214956698																					
One Codex	SILVA	1	0.45978	0.6299305375	1	0.46834	0.6379176485	0.9928559811	0.7349328242	0.8277614929	1	0.76152	0.8466471349	2	7	7	2	7	7	0.83	0.00	0.00	0.83	0.00	0.00	0.83	0.00	0.00
QIIME UCLUST	Greengenes	0.9233086646	0.9098027406	0.9165059484	0.9679791832	0.927872029	0.9475013682																					
QIIME UCLUST	SILVA	0.9665092883	0.9035930861	0.9339928364	0.9853125966	0.970479031	0.9778395617	0.9449089765	0.9066979134	0.9252493924	0.9766458899	0.94917553	0.962670465	6	1	3	4	3	3	0.17	1.00	0.67	0.50	0.67	0.67	0.33	0.83	0.67
QIIME SortMeRna SUMACLUST	SILVA	0.9760995812	0.861559826	0.9152601206	0.9795433325	0.9413492128	0.9600665557																					
QIIME SortMeRna SUMACLUST	Greengenes	0.9188696445	0.9151355324	0.916998787	0.9684420236	0.9419306961	0.9550024035	0.9474846129	0.8883476792	0.9161294538	0.9739926781	0.9416399545	0.9575344796	5	2	4	5	4	4	0.33	0.83	0.50	0.33	0.50	0.50	0.33	0.67	0.50
CLARK	RefSeq Bacteria	0.9893029755	0.8719439566	0.9269234896	1	0.96214	0.9807047407	0.9893029755	0.8719439566	0.9269234896	1	0.96214	0.9807047407	3	3	2	2	1	1	0.67	0.67	0.83	0.83	1.00	1.00	0.75	0.83	0.92
																												
																												
Family level;no error simulation;LC;100000 reads																												
Total Tools	7																											
Tools	Reference Database	Orginal values - 200(V3)			Orginal values - 400(V4-V5)			Avg. of orginal values - 200(V3)			Avg. of orginal values - 400(V4-V5)			Rank - 200(V3)			Rank - 400(V4-V5)			Adjusted rank - 200(V3)			Adjusted rank -400(V4-V5)			Avg. adjusted rank of V3 -V5 amplicon/16s regions)		
		Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure	Precision	Recall	F-measure
BMP	Greengenes	0.9474142285	0.927102391	0.9371482625	0.9648018451	0.943334747	0.9539475405																					
